State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,winner,vote_share_diff,dynastic,dynastic_1
Dadra_&_Nagar_Haveli,15,1,2009,4,0,4,1,patel natubhai gomanbhai,M,BJP,51242,ST,110363,150704,DADAR & NAGAR HAVELI,ST,NA,5,73.23,46.43,no,618,0.56,2.33,GEDN2532,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,5th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.5600000000000023,0,0
Dadra_&_Nagar_Haveli,15,1,2009,4,0,4,2,delkar mohanbhai sanjibhai,M,INC,50624,ST,110363,150704,DADAR & NAGAR HAVELI,ST,NA,5,73.23,45.87,no,44913,40.7,2.33,GEDN2536,National Party,3482,TRUE,7,BNP,1748,DADRA & NAGAR HAVELI,FALSE,FALSE,6,TRUE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Gujarat,15,19,2009,4,0,4,1,dr. prabha kishor taviad,F,INC,250586,ST,534423,1194821,DAHOD,ST,NA,7,44.73,46.89,no,58536,10.95,2.86,GEGJ75707,National Party,3482,TRUE,2,INC,3482,DOHAD,FALSE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.950000000000003,0,0
Gujarat,15,19,2009,4,0,4,2,damor somjibhai punjabhai,M,BJP,192050,ST,534423,1194821,DAHOD,ST,NA,7,44.73,35.94,no,162350,30.38,2.86,GEGJ3153,National Party,1605,TRUE,11,BNP,1748,DOHAD,FALSE,FALSE,7,TRUE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Karnataka,15,17,2009,4,0,4,1,nalin kumar kateel,M,BJP,499385,GEN,1015922,1364641,DAKSHINA KANNADA,GEN,NA,11,74.45,49.16,no,40420,3.98,2.27,GEKA16757,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.979999999999997,0,0
Karnataka,15,17,2009,4,0,4,2,janardhana poojary,M,INC,458965,GEN,1015922,1364641,DAKSHINA KANNADA,GEN,NA,11,74.45,45.18,no,440637,43.37,2.27,GEKA14545,National Party,3482,TRUE,8,INC,3482,MANGALORE,FALSE,TRUE,4,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Daman_&_Diu,15,1,2009,4,0,4,1,lalubhai patel,M,BJP,44546,GEN,68024,95382,DAMAN & DIU,GEN,NA,7,71.32,65.49,no,24838,36.51,1.96,GEDD2557,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,36.519999999999996,0,0
Daman_&_Diu,15,1,2009,4,0,4,2,dahyabhai vallabhbhai patel,M,INC,19708,GEN,68024,95382,DAMAN & DIU,GEN,NA,7,71.32,28.97,no,17564,25.82,1.96,GEDD2552,National Party,3482,TRUE,4,INC,3482,DAMAN AND DIU,FALSE,TRUE,2,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Madhya_Pradesh,15,7,2009,4,0,4,1,shivraj bhaiya,M,BJP,302673,GEN,599124,1357985,DAMOH,GEN,NA,21,44.12,50.52,no,70877,11.83,2.44,AEMP8676,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,11.830000000000005,0,0
Madhya_Pradesh,15,7,2009,4,0,4,2,chandrabhan bhaiya,M,INC,231796,GEN,599124,1357985,DAMOH,GEN,NA,21,44.12,38.69,no,223970,37.38,2.44,GEMP75541,National Party,3482,TRUE,2,BJP,1605,DAMOH,TRUE,FALSE,1,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Bihar,15,14,2009,4,0,4,1,kirti azad,M,BJP,239268,GEN,545713,1307067,DARBHANGA,GEN,NA,14,41.75,43.85,no,46453,8.51,3.12,GEBR70138,National Party,1605,TRUE,3,BJP,1605,DARBHANGA,TRUE,TRUE,2,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,8.520000000000003,1,0
Bihar,15,14,2009,4,0,4,2,md. ali ashraf fatmi,M,RJD,192815,GEN,545713,1307067,DARBHANGA,GEN,NA,14,41.75,35.33,no,152091,27.87,3.12,GEBR84157,State-based Party,12103,TRUE,6,RJD,12103,DARBHANGA,TRUE,TRUE,4,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
West_Bengal,15,4,2009,4,0,4,1,jaswant singh,M,BJP,497649,GEN,966371,1215464,DARJEELING,GEN,NA,10,79.51,51.5,no,253289,26.21,2.7,GERJ39016,National Party,1605,TRUE,5,BJP,1605,CHITTORGARH,FALSE,TRUE,4,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,26.21,1,1
West_Bengal,15,4,2009,4,0,4,2,jibesh sarkar,M,CPM,244360,GEN,966371,1215464,DARJEELING,GEN,NA,10,79.51,25.29,no,56551,5.85,2.7,GEWB13915,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Rajasthan,15,11,2009,4,0,4,1,kirodi lal,M,IND,433666,ST,841355,1315810,DAUSA,ST,NA,14,63.94,51.54,no,137759,16.37,2.56,GERJ123,Independents,10809,TRUE,3,BJP,1605,SAWAI MADHOPUR,FALSE,FALSE,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,16.369999999999997,0,0
Rajasthan,15,11,2009,4,0,4,2,qummer rubbani,M,IND,295907,ST,841355,1315810,DAUSA,ST,NA,14,63.94,35.17,no,236753,28.14,2.56,GERJ9261,Independents,10809,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,8th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Karnataka,15,13,2009,4,0,4,1,g.m. siddeswara,M,BJP,423447,GEN,907277,1344920,DAVANAGERE,GEN,NA,28,67.46,46.67,no,2024,0.22,2.27,GEKA16486,National Party,1605,TRUE,2,BJP,1605,DAVANGERE,FALSE,TRUE,2,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.21999999999999886,0,0
Karnataka,15,13,2009,4,0,4,2,s.s. mallikarjuna,M,INC,421423,GEN,907277,1344920,DAVANAGERE,GEN,NA,28,67.46,46.45,no,410934,45.29,2.27,GEKA1928,National Party,3482,TRUE,2,INC,3482,DAVANGERE,FALSE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,15,66,2009,4,0,4,1,gorakh prasad jaiswal,M,BSP,219889,GEN,715523,1580745,DEORIA,GEN,NORTH-EAST,12,45.26,30.73,no,41779,5.84,4.76,GEUP13171,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,5.84,0,0
Uttar_Pradesh,15,66,2009,4,0,4,2,shri prakash mani tripathi,M,BJP,178110,GEN,715523,1580745,DEORIA,GEN,NORTH-EAST,12,45.26,24.89,no,26721,3.73,4.76,GEUP13170,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
Madhya_Pradesh,15,21,2009,4,0,4,1,sajjan singh verma,M,INC,376421,SC,782928,1297313,DEWAS,SC,NA,10,60.35,48.08,no,15457,1.97,2.27,GEMP6487,National Party,3482,TRUE,3,INC,3482,SHAJAPUR,FALSE,TRUE,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.9799999999999969,1,0
Madhya_Pradesh,15,21,2009,4,0,4,2,thavarchand gehlot,M,BJP,360964,SC,782928,1297313,DEWAS,SC,NA,10,60.35,46.1,no,350221,44.73,2.27,AEMP10704,National Party,1605,TRUE,5,BJP,1605,SHAJAPUR,FALSE,TRUE,4,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Jharkhand,15,7,2009,4,0,4,1,pashupati nath singh,M,BJP,260521,GEN,813483,1806475,DHANBAD,GEN,NA,32,45.03,32.03,no,58047,7.14,5,AEBR24517,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,7.140000000000001,0,0
Jharkhand,15,7,2009,4,0,4,2,chandrashekhar dubey,M,INC,202474,GEN,813483,1806475,DHANBAD,GEN,NA,32,45.03,24.89,no,70029,8.61,5,GEBR75002,National Party,3482,TRUE,3,INC,3482,DHANBAD,TRUE,TRUE,1,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
Madhya_Pradesh,15,25,2009,4,0,4,1,gajendra singh rajukhedi,M,INC,302660,ST,654736,1197172,DHAR,ST,NA,11,54.69,46.23,no,2661,0.41,2.38,GEMP69213,National Party,3482,TRUE,3,INC,3482,DHAR,TRUE,TRUE,3,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.4099999999999966,0,0
Madhya_Pradesh,15,25,2009,4,0,4,2,mukam singh kirade,M,BJP,299999,ST,654736,1197172,DHAR,ST,NA,11,54.69,45.82,no,283917,43.36,2.38,GEMP6597,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Tamil_Nadu,15,10,2009,4,0,4,1,thamaraiselvan. r,M,DMK,365812,GEN,778102,1069601,DHARMAPURI,GEN,NA,21,72.75,47.01,no,135942,17.47,3.03,GETN10048,State-based Party,10192,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,17.47,0,0
Tamil_Nadu,15,10,2009,4,0,4,2,senthil. r. dr.,M,PMK,229870,GEN,778102,1069601,DHARMAPURI,GEN,NA,21,72.75,29.54,no,126376,16.24,3.03,GETN9642,State-based Party,11891,TRUE,2,PMK,11891,DHARMAPURI,TRUE,TRUE,1,FALSE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Karnataka,15,11,2009,4,0,4,1,pralhad joshi,M,BJP,446786,GEN,798214,1411500,DHARWAD,GEN,NA,16,56.55,55.97,no,137663,17.25,2.17,GEKA16556,National Party,1605,TRUE,2,BJP,1605,DHARWAD NORTH,FALSE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,17.240000000000002,0,0
Karnataka,15,11,2009,4,0,4,2,kunnur manjunath channappa,M,INC,309123,GEN,798214,1411500,DHARWAD,GEN,NA,16,56.55,38.73,no,301947,37.83,2.17,GEKA7334,National Party,3482,TRUE,2,BJP,1605,DHARWAD SOUTH,FALSE,FALSE,1,TRUE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,15,29,2009,4,0,4,1,kunwar jitin prasad,M,INC,391391,GEN,759532,1269584,DHAURAHRA,GEN,AVADH,12,59.83,51.53,no,184509,24.29,2.78,GEUP11974,National Party,3482,TRUE,2,INC,3482,SHAHJAHANPUR,FALSE,TRUE,2,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,24.290000000000003,1,0
Uttar_Pradesh,15,29,2009,4,0,4,2,rajesh kumar singh alias rajesh verma,M,BSP,206882,GEN,759532,1269584,DHAURAHRA,GEN,AVADH,12,59.83,27.24,no,103984,13.69,2.78,GEUP11967,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Odisha,15,9,2009,4,0,4,1,tathagata satpathy,M,BJD,398568,GEN,856631,1283608,DHENKANAL,GEN,NA,5,66.74,46.53,no,186587,21.78,2.94,GEOD46636,State-based Party,9079,TRUE,5,BJD,9079,DHENKANAL,TRUE,TRUE,3,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,21.78,1,1
Odisha,15,9,2009,4,0,4,2,chandra sekhar tripathi,M,INC,211981,GEN,856631,1283608,DHENKANAL,GEN,NA,5,66.74,24.75,no,3685,0.43,2.94,GEOD8289,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
Assam,15,4,2009,4,0,4,1,badruddin ajmal,M,AUDF,540820,GEN,1046983,1371949,DHUBRI,GEN,NA,10,76.31,51.66,no,184419,17.61,2.5,GEAS5195852,State-based Party,988,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),1,17.619999999999997,0,0
Assam,15,4,2009,4,0,4,2,anwar hussain,M,INC,356401,GEN,1046983,1371949,DHUBRI,GEN,NA,10,76.31,34.04,no,274784,26.25,2.5,AEAS189097,National Party,3482,TRUE,2,INC,3482,DHUBRI,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Maharashtra,15,2,2009,4,0,4,1,sonawane pratap narayanrao,M,BJP,263260,GEN,669906,1575225,DHULE,GEN,NA,15,42.53,39.3,no,19419,2.9,3.33,GEMH6730,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,2.8999999999999986,0,0
Maharashtra,15,2,2009,4,0,4,2,amarishbhai rasiklal patel,M,INC,243841,GEN,669906,1575225,DHULE,GEN,NA,15,42.53,36.4,no,171103,25.54,3.33,AEMH97874,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,8th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
West_Bengal,15,21,2009,4,0,4,1,somendra nath mitra,M,AITC,564612,GEN,1054112,1302398,DIAMOND HARBOUR,GEN,NA,10,80.94,53.56,no,151689,14.39,2.27,GEWB14265,State-based Party,18228,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,14.39,1,0
West_Bengal,15,21,2009,4,0,4,2,samik lahiri,M,CPM,412923,GEN,1054112,1302398,DIAMOND HARBOUR,GEN,NA,10,80.94,39.17,no,375381,35.61,2.27,GEWB64162,National Party,14635,TRUE,5,CPM,14635,DIAMOND HARBOUR,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Assam,15,13,2009,4,0,4,1,paban singh ghatowar,M,INC,359163,GEN,750274,1114965,DIBRUGARH,GEN,NA,10,67.29,47.87,no,35143,4.68,2.38,GEAS42894,National Party,3482,TRUE,6,INC,3482,DIBRUGARH,TRUE,TRUE,5,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.68,1,0
Assam,15,13,2009,4,0,4,2,sarbananda sonowal,M,AGP,324020,ST,750274,1114965,DIBRUGARH,GEN,NA,10,67.29,43.19,no,303204,40.41,2.38,GEAS74852,State-based Party,978,TRUE,3,AGP,978,DIBRUGARH,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Tamil_Nadu,15,22,2009,4,0,4,1,chitthan n s v,M,INC,361545,GEN,820558,1085696,DINDIGUL,GEN,NA,19,75.58,44.06,no,54347,6.62,2.86,GETN84225,National Party,3482,TRUE,5,INC,3482,DINDIGUL,TRUE,TRUE,3,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.6200000000000045,0,0
Tamil_Nadu,15,22,2009,4,0,4,2,baalasubramani p,M,ADMK,307198,GEN,820558,1085696,DINDIGUL,GEN,NA,19,75.58,37.44,no,206410,25.15,2.86,GETN10572,State-based Party,930,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Maharashtra,15,20,2009,4,0,4,1,chavan harishchandra deoram,M,BJP,281254,ST,681623,1432938,DINDORI,ST,NA,9,47.57,41.26,no,37347,5.48,3.12,GEMH80269,National Party,1605,TRUE,3,BJP,1605,MALEGAON,FALSE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,5.479999999999997,0,0
Maharashtra,15,20,2009,4,0,4,2,zirwal narhari sitaram,M,NCP,243907,ST,681623,1432938,DINDORI,ST,NA,9,47.57,35.78,no,138555,20.33,3.12,AEMH92640,State-based Party,5792,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,15,60,2009,4,0,4,1,jagdambika pal,M,INC,229872,GEN,735879,1499679,DOMARIYAGANJ,GEN,NORTH-EAST,16,49.07,31.24,no,76566,10.4,5,AEUP149105,National Party,3482,TRUE,3,INC,3482,DOMARIAGANJ,FALSE,TRUE,1,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.41,0,0
Uttar_Pradesh,15,60,2009,4,0,4,2,jai pratap singh,M,BJP,153306,GEN,735879,1499679,DOMARIYAGANJ,GEN,NORTH-EAST,16,49.07,20.83,no,1519,0.21,5,GEUP13001,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,1
West_Bengal,15,16,2009,4,0,4,1,sougata ray,M,AITC,458988,GEN,975684,1212220,DUM DUM,GEN,NA,6,80.49,47.04,no,20478,2.1,2.38,GEWB24570,State-based Party,18228,TRUE,4,AITC,18228,DIAMOND HARBOUR,FALSE,TRUE,2,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,2.1000000000000014,0,0
West_Bengal,15,16,2009,4,0,4,2,amitava nandy,M,CPM,438510,GEN,975684,1212220,DUM DUM,GEN,NA,6,80.49,44.94,no,382831,39.24,2.38,GEWB78636,National Party,14635,TRUE,2,CPM,14635,DUM DUM,TRUE,TRUE,1,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
Jharkhand,15,2,2009,4,0,4,1,shibu soren,M,JMM,208518,ST,622012,1128361,DUMKA,ST,NA,19,55.13,33.52,no,18812,3.02,4.76,GEBR26342,State-based Party,4653,TRUE,9,JMM,4653,DUMKA,TRUE,TRUE,7,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.020000000000003,1,1
Jharkhand,15,2,2009,4,0,4,2,sunil soren,M,BJP,189706,ST,622012,1128361,DUMKA,ST,NA,19,55.13,30.5,no,125178,20.12,4.76,GEJH4036,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Chhattisgarh,15,7,2009,4,0,4,1,saroj pandey,F,BJP,283170,GEN,905519,1620400,DURG,GEN,NA,15,55.88,31.27,no,9954,1.1,3.7,AECG367,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.0999999999999979,0,0
Chhattisgarh,15,7,2009,4,0,4,2,pradeep choubey,M,INC,273216,GEN,905519,1620400,DURG,GEN,NA,15,55.88,30.17,no,11337,1.25,3.7,AEMP12974,National Party,3482,TRUE,2,INC,3482,DURG,TRUE,TRUE,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Delhi,15,3,2009,4,0,4,1,sandeep dikshit,M,INC,518001,GEN,857406,1604795,EAST DELHI,GEN,NA,17,53.43,60.41,no,241053,28.11,2.17,GEDL74454,National Party,3482,TRUE,2,INC,3482,EAST DELHI,TRUE,TRUE,2,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,28.11,1,0
Delhi,15,3,2009,4,0,4,2,chetan chauhan,M,BJP,276948,GEN,857406,1604795,EAST DELHI,GEN,NA,17,53.43,32.3,no,231501,27,2.17,GEDL47784,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Andhra_Pradesh,15,10,2009,4,0,4,1,kavuri sambasiva rao,M,INC,423777,GEN,1078988,1275575,ELURU,GEN,SEEMANDHRA,12,84.59,39.28,no,42783,3.97,3.23,GEAP818259,National Party,3482,TRUE,5,AIIC(T),8871,MACHILIPATNAM,FALSE,FALSE,3,TRUE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.969999999999999,0,0
Andhra_Pradesh,15,10,2009,4,0,4,2,maganti venkateswara rao(babu),M,TDP,380994,GEN,1078988,1275575,ELURU,GEN,SEEMANDHRA,12,84.59,35.31,no,155066,14.37,3.23,GEAP818290,State-based Party,8300,TRUE,4,INC,3482,ELURU,TRUE,FALSE,1,TRUE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Kerala,15,12,2009,4,0,4,1,prof. k v thomas,M,INC,342845,GEN,744869,1023053,ERNAKULAM,GEN,NA,10,72.81,46.03,no,11790,1.58,2.38,GEKL31495,National Party,3482,TRUE,5,INC,3482,ERNAKULAM,TRUE,TRUE,4,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.5900000000000034,0,0
Kerala,15,12,2009,4,0,4,2,sindhu joy,F,CPM,331055,GEN,744869,1023053,ERNAKULAM,GEN,NA,10,72.81,44.44,no,278087,37.33,2.38,GEKL5645,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Tamil_Nadu,15,17,2009,4,0,4,1,ganeshamurthi.a.,M,MDMK,284148,GEN,767000,1010079,ERODE,GEN,NA,25,75.93,37.05,no,49336,6.43,3.85,GETN10387,State-based Party,11601,TRUE,3,MDMK,11601,PALANI,FALSE,TRUE,2,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.439999999999998,0,0
Tamil_Nadu,15,17,2009,4,0,4,2,elangovan.e.v.k.s.,M,INC,234812,GEN,767000,1010079,ERODE,GEN,NA,25,75.93,30.61,no,128208,16.72,3.85,GETN10373,National Party,3482,TRUE,4,INC,3482,GOBICHETTIPALAYAM,FALSE,TRUE,1,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,15,22,2009,4,0,4,1,kalyan singh r o madholi,M,IND,275717,GEN,567725,1278295,ETAH,GEN,DOAB,19,44.41,48.57,no,128268,22.59,3.03,AEUP2318,Independents,10809,TRUE,2,BJP,1605,BULANDSHAHR,FALSE,FALSE,2,FALSE,TRUE,TRUE,Illiterate,Other,NA,NA,NA,Lok Sabha Election (GE),1,22.6,0,0
Uttar_Pradesh,15,22,2009,4,0,4,2,kunwar devendra singh yadav,M,BSP,147449,GEN,567725,1278295,ETAH,GEN,DOAB,19,44.41,25.97,no,58887,10.37,3.03,AEUP128367,State-based Party,16651,TRUE,4,SP,7425,ETAH,TRUE,FALSE,2,TRUE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,15,41,2009,4,0,4,1,premdas,M,SP,278776,SC,637920,1416867,ETAWAH,SC,DOAB,13,45.02,43.7,no,46746,7.33,2.86,GEUP12392,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,7.330000000000005,0,0
Uttar_Pradesh,15,41,2009,4,0,4,2,gaurishanker,M,BSP,232030,SC,637920,1416867,ETAWAH,SC,DOAB,13,45.02,36.37,no,126378,19.81,2.86,AEUP113440,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,15,54,2009,4,0,4,1,nirmal khatri,M,INC,211543,GEN,749168,1500160,FAIZABAD,GEN,AVADH,23,49.94,28.24,no,54228,7.24,5.26,AEUP164721,National Party,3482,TRUE,6,INC,3482,FAIZABAD,TRUE,TRUE,2,FALSE,FALSE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),1,7.239999999999998,1,0
Uttar_Pradesh,15,54,2009,4,0,4,2,mitrasen,M,SP,157315,GEN,749168,1500160,FAIZABAD,GEN,AVADH,23,49.94,21,no,5757,0.77,5.26,AEUP148691,State-based Party,7425,TRUE,8,BSP,16651,FAIZABAD,TRUE,FALSE,3,TRUE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Haryana,15,10,2009,4,0,4,1,avtar singh bhadana,M,INC,257864,GEN,624937,1103046,FARIDABAD,GEN,NA,23,56.66,41.26,no,68201,10.91,3.45,GEHR44130,National Party,3482,TRUE,6,INC,3482,FARIDABAD,TRUE,TRUE,4,FALSE,TRUE,TRUE,8th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.909999999999997,0,1
Haryana,15,10,2009,4,0,4,2,ramchander bainda,M,BJP,189663,GEN,624937,1103046,FARIDABAD,GEN,NA,23,56.66,30.35,no,76210,12.19,3.45,GEHR54233,National Party,1605,TRUE,5,BJP,1605,FARIDABAD,TRUE,TRUE,3,FALSE,FALSE,TRUE,Others,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
